CPU: CPU with timer interrupt, speed 0 MHz (estimated)
Profiling through timer interrupt
samples  %        image name               app name                 symbol name
4         0.0033  libc-2.12.2.so           libc-2.12.2.so           _IO_vfscanf
4         0.0033  libc-2.12.2.so           libc-2.12.2.so           __res_maybe_init
4         0.0033  libpthread-2.12.2.so     libpthread-2.12.2.so     pthread_cond_broadcast@@GLIBC_2.4
3         0.0025  OpenBTS                  OpenBTS                  GSM::Clock::wait(GSM::Time const&) const
3         0.0025  OpenBTS                  OpenBTS                  GSM::GeneratorL1Encoder::serviceLoop()
3         0.0025  OpenBTS                  OpenBTS                  GSM::L1Encoder::sibling() const
3         0.0025  OpenBTS                  OpenBTS                  GSM::SACCHL1Decoder::handleGoodFrame()
3         0.0025  OpenBTS                  OpenBTS                  GSM::SACCHLogicalChannel::serviceLoop()
3         0.0025  OpenBTS                  OpenBTS                  GSM::SCHL1Encoder::generate()
3         0.0025  OpenBTS                  OpenBTS                  GSM::XCCHL1Decoder::decode()
3         0.0025  OpenBTS                  OpenBTS                  GSM::XCCHL1Decoder::processBurst(GSM::RxBurst const&)
3         0.0025  ld-2.12.2.so             ld-2.12.2.so             __tls_get_addr
3         0.0025  libavahi-core.so.6.0.1   libavahi-core.so.6.0.1   /usr/lib/libavahi-core.so.6.0.1
3         0.0025  libc-2.12.2.so           libc-2.12.2.so           inet_aton
3         0.0025  libc-2.12.2.so           libc-2.12.2.so           vfprintf
2         0.0017  OpenBTS                  OpenBTS                  BitVector::syndrome(Generator&) const
2         0.0017  OpenBTS                  OpenBTS                  BitVector::writeField(unsigned int&, unsigned long long, unsigned int)
2         0.0017  OpenBTS                  OpenBTS                  GSM::L2Frame::SFrameType() const
2         0.0017  OpenBTS                  OpenBTS                  GSM::L2Frame::idleFill()
2         0.0017  OpenBTS                  OpenBTS                  GSM::L2LAPDm::receiveFrame(GSM::L2Frame const&)
2         0.0017  OpenBTS                  OpenBTS                  GSM::L2LAPDm::writeHighSide(GSM::L3Frame const&)
2         0.0017  OpenBTS                  OpenBTS                  GSM::NDCCHL1Encoder::serviceLoop()
2         0.0017  OpenBTS                  OpenBTS                  GSM::SACCHL1Encoder::sendFrame(GSM::L2Frame const&)
2         0.0017  OpenBTS                  OpenBTS                  GSM::TCHFACCHL1Decoder::uplinkLost() const
2         0.0017  OpenBTS                  OpenBTS                  GSM::XCCHL1Decoder::handleGoodFrame()
2         0.0017  ld-2.12.2.so             ld-2.12.2.so             _dl_relocate_object
2         0.0017  libavahi-common.so.3.5.1 libavahi-common.so.3.5.1 /usr/lib/libavahi-common.so.3.5.1
2         0.0017  libc-2.12.2.so           libc-2.12.2.so           __xstat
2         0.0017  libc-2.12.2.so           libc-2.12.2.so           _res_hconf_reorder_addrs
2         0.0017  libc-2.12.2.so           libc-2.12.2.so           gethostbyname2_r@@GLIBC_2.4
2         0.0017  libpthread-2.12.2.so     libpthread-2.12.2.so     __lll_lock_wait
2         0.0017  libpthread-2.12.2.so     libpthread-2.12.2.so     __local_syscall_error
2         0.0017  libpthread-2.12.2.so     libpthread-2.12.2.so     __local_syscall_error
1        8.3e-04  OpenBTS                  OpenBTS                  BitVector::invert()
1        8.3e-04  OpenBTS                  OpenBTS                  BitVector::readField(unsigned int&, unsigned int) const
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::L1Decoder::ARFCN() const
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::L2Frame::L2Frame(GSM::L2Header const&, BitVector const&)
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::L2LAPDm::writeLowSide(GSM::L2Frame const&)
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::SACCHL1Decoder::processBurst(GSM::RxBurst const&)
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::SACCHL1Encoder::headerOffset() const
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::XCCHL1Encoder::encode()
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::XCCHL1Encoder::transmit()
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::Z100Timer::remaining() const
1        8.3e-04  OpenBTS                  OpenBTS                  GSM::Z100Timer::set()
1        8.3e-04  OpenBTS                  OpenBTS                  resolveAddress(sockaddr_in*, char const*, unsigned short)
1        8.3e-04  dropbearmulti            dropbearmulti            /usr/sbin/dropbearmulti
1        8.3e-04  ld-2.12.2.so             ld-2.12.2.so             _dl_add_to_namespace_list
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           _IO_flush_all_lockp
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           _IO_old_init
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           __errno_location
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           __libc_sigaction
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           __xstat32_conv
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           _dl_addr
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           _init
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           sigprocmask
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           sleep
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           strncmp
1        8.3e-04  libc-2.12.2.so           libc-2.12.2.so           strtoul
1        8.3e-04  libm-2.12.2.so           libm-2.12.2.so           finite
1        8.3e-04  libpthread-2.12.2.so     libpthread-2.12.2.so     __h_errno_location
1        8.3e-04  libuhd.so.003.001        libuhd.so.003.001        usrp_e100_impl::recv_async_msg(uhd::async_metadata_t&, double)
1        8.3e-04  transceiver              transceiver              async_event_loop(uhd_device*)
1        8.3e-04  transceiver              transceiver              uhd_device::recv_async_msg()
