CPU: CPU with timer interrupt, speed 0 MHz (estimated)
Profiling through timer interrupt
samples  %        image name               app name                 symbol name
2         0.0013  OpenBTS                  OpenBTS                  resolveAddress(sockaddr_in*, char const*, unsigned short)
2         0.0013  busybox                  busybox                  /bin/busybox
1        6.5e-04  OpenBTS                  OpenBTS                  BitVector::invert()
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::BCCHL1Encoder::generate()
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::FCCHL1Encoder::generate()
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::GSMConfig::shrinkT3122()
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::L2Frame::L2Frame(GSM::L2Header const&, BitVector const&)
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::L2Frame::SFrameType() const
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::L2LAPDm::receiveUFrameUI(GSM::L2Frame const&)
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::L2LAPDm::stuckChannel(GSM::L2Frame const&)
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::L2Length::write(GSM::L2Frame&, unsigned int&) const
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::PowerManager::serviceLoop()
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::SACCHL1Decoder::handleGoodFrame()
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::SACCHL1Encoder::headerOffset() const
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::SAPMux::writeLowSide(GSM::L2Frame const&)
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::XCCHL1Decoder::processBurst(GSM::RxBurst const&)
1        6.5e-04  OpenBTS                  OpenBTS                  GSM::XCCHL1Encoder::headerOffset() const
1        6.5e-04  OpenBTS                  OpenBTS                  Signal::wait(Mutex&, unsigned int) const
1        6.5e-04  OpenBTS                  OpenBTS                  UDPSocket::destination(unsigned short, char const*)
1        6.5e-04  OpenBTS                  OpenBTS                  encodePower(int)
1        6.5e-04  gawk                     gawk                     /usr/bin/gawk
1        6.5e-04  grep.grep                grep.grep                /bin/grep.grep
1        6.5e-04  libosipparser2.so.6.2.0  libosipparser2.so.6.2.0  /usr/lib/libosipparser2.so.6.2.0
1        6.5e-04  libuhd.so.003.001        libuhd.so.003.001        usrp_e100_impl::recv_async_msg(uhd::async_metadata_t&, double)
1        6.5e-04  oprofiled                oprofiled                code_ctx_switch
1        6.5e-04  oprofiled                oprofiled                code_kernel_enter
1        6.5e-04  oprofiled                oprofiled                code_user_enter
1        6.5e-04  oprofiled                oprofiled                enough_remaining
1        6.5e-04  oprofiled                oprofiled                odb_grow_hashtable
1        6.5e-04  oprofiled                oprofiled                sfile_log_sample_count
1        6.5e-04  pbx_spool.so             pbx_spool.so             /usr/lib/asterisk/modules/pbx_spool.so
1        6.5e-04  transceiver              transceiver              uhd_device::recv_async_msg()
